Host IP,DNS Name,Finding Name,Finding ID,CVE,Risk Rating,Exploit Evidence,Finding Status,Data Center,Detection Count,Finding Confidence,Threat Summary,Impact,Fix,Vendor Reference,Operating System,First Seen,Last Seen,Finding Evidence,Service Protocol,Service Port
10.30.15.25,asset-005.corp.local,Remote Desktop Weak Encryption Enabled,300085,,Minimal,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DC2,8,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2025-11-06,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.15.25:3389.,tcp,3389
10.30.16.26,asset-006.corp.local,Nginx Security Update Available,300086,CVE-2025-2345,Medium,Exploit available: https://nginx.org/en/security_advisories.html,Active,DR,3,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Ubuntu 22.04,2026-04-11,2026-06-30,Nginx Security Update Available detected on 10.30.16.26:443.,tcp,443
10.30.17.27,asset-007.corp.local,SMB Signing Not Required,300087,,Serious,,Active,DC1,3,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,RHEL 8,2026-04-12,2026-06-30,SMB Signing Not Required detected on 10.30.17.27:445.,tcp,445
10.30.18.28,asset-008.corp.local,Oracle Java Unsupported Version,300088,CVE-2024-20919,Critical,,Active,DC2,6,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Network Appliance,2026-01-28,2026-06-30,Oracle Java Unsupported Version detected on 10.30.18.28:0.,tcp,0
10.30.10.29,asset-009.corp.local,Linux Kernel Security Update Available,300089,CVE-2024-1086,Urgent,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DR,3,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-04-14,2026-06-30,Linux Kernel Security Update Available detected on 10.30.10.29:0.,tcp,0
10.30.11.30,asset-010.corp.local,TLS 1.0 Protocol Detection,300090,,Minimal,,Active,DC1,3,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-04-15,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.11.30:443.,tcp,443
10.30.12.31,asset-011.corp.local,Apache Tomcat AJP Request Injection,300091,CVE-2020-1938,Medium,Exploit available: https://tomcat.apache.org/security-9.html,Active,DC2,3,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,RHEL 8,2026-04-16,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.12.31:8009.,tcp,8009
10.30.13.32,asset-012.corp.local,Apache Log4j Remote Code Execution,300092,CVE-2021-44228,Serious,,Active,DR,3,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Network Appliance,2026-04-17,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.13.32:8080.,tcp,8080
10.30.14.33,asset-013.corp.local,Microsoft SQL Server Unsupported Version,300093,,Critical,,Active,DC1,3,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,Windows Server 2019,2026-04-18,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.14.33:1433.,tcp,1433
10.30.15.34,asset-014.corp.local,OpenSSL Security Update Available,300094,CVE-2023-0286,Urgent,Exploit available: https://www.openssl.org/news/vulnerabilities.html,Active,DC2,3,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Ubuntu 22.04,2026-04-19,2026-06-30,OpenSSL Security Update Available detected on 10.30.15.34:443.,tcp,443
10.30.16.35,asset-015.corp.local,Remote Desktop Weak Encryption Enabled,300095,,Minimal,,Re-Opened,DR,3,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2026-04-20,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.16.35:3389.,tcp,3389
10.30.17.36,asset-016.corp.local,Nginx Security Update Available,300096,CVE-2025-2345,Medium,,Active,DC1,3,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Network Appliance,2026-04-21,2026-06-30,Nginx Security Update Available detected on 10.30.17.36:443.,tcp,443
10.30.18.37,asset-017.corp.local,SMB Signing Not Required,300097,,Serious,Exploit available: https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Active,DC2,3,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Windows Server 2019,2026-04-22,2026-06-30,SMB Signing Not Required detected on 10.30.18.37:445.,tcp,445
10.30.10.38,asset-018.corp.local,Oracle Java Unsupported Version,300098,CVE-2024-20919,Critical,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DR,3,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-04-23,2026-06-30,Oracle Java Unsupported Version detected on 10.30.10.38:0.,tcp,0
10.30.11.39,asset-019.corp.local,Linux Kernel Security Update Available,300099,CVE-2024-1086,Urgent,,Active,DC1,6,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2026-01-24,2026-06-30,Linux Kernel Security Update Available detected on 10.30.11.39:0.,tcp,0
10.30.12.40,asset-020.corp.local,TLS 1.0 Protocol Detection,300100,,Minimal,,Active,DC2,3,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Network Appliance,2026-04-25,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.12.40:443.,tcp,443
10.30.13.41,asset-021.corp.local,Apache Tomcat AJP Request Injection,300101,CVE-2020-1938,Medium,Exploit available: https://tomcat.apache.org/security-9.html,Active,DR,2,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,Windows Server 2019,2026-05-01,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.13.41:8009.,tcp,8009
10.30.14.42,asset-022.corp.local,Apache Log4j Remote Code Execution,300102,CVE-2021-44228,Serious,,Active,DC1,8,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Ubuntu 22.04,2025-11-03,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.14.42:8080.,tcp,8080
10.30.15.43,asset-023.corp.local,Microsoft SQL Server Unsupported Version,300103,,Critical,,Active,DC2,2,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,RHEL 8,2026-05-03,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.15.43:1433.,tcp,1433
10.30.16.44,asset-024.corp.local,OpenSSL Security Update Available,300104,CVE-2023-0286,Urgent,,Active,DR,2,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Network Appliance,2026-05-04,2026-06-30,OpenSSL Security Update Available detected on 10.30.16.44:443.,tcp,443
10.30.17.45,asset-025.corp.local,Remote Desktop Weak Encryption Enabled,300105,,Minimal,,Active,DC1,2,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-05-05,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.17.45:3389.,tcp,3389
10.30.18.46,asset-026.corp.local,Nginx Security Update Available,300106,CVE-2025-2345,Medium,Exploit available: https://nginx.org/en/security_advisories.html,Active,DC2,2,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Ubuntu 22.04,2026-05-06,2026-06-30,Nginx Security Update Available detected on 10.30.18.46:443.,tcp,443
10.30.10.47,asset-027.corp.local,SMB Signing Not Required,300107,,Serious,,Active,DR,2,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,RHEL 8,2026-05-07,2026-06-30,SMB Signing Not Required detected on 10.30.10.47:445.,tcp,445
10.30.11.48,asset-028.corp.local,Oracle Java Unsupported Version,300108,CVE-2024-20919,Critical,,Active,DC1,2,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Network Appliance,2026-05-08,2026-06-30,Oracle Java Unsupported Version detected on 10.30.11.48:0.,tcp,0
10.30.12.49,asset-029.corp.local,Linux Kernel Security Update Available,300109,CVE-2024-1086,Urgent,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DC2,2,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-05-09,2026-06-30,Linux Kernel Security Update Available detected on 10.30.12.49:0.,tcp,0
10.30.13.50,asset-030.corp.local,TLS 1.0 Protocol Detection,300110,,Minimal,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DR,6,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-01-20,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.13.50:443.,tcp,443
10.30.14.51,asset-031.corp.local,Apache Tomcat AJP Request Injection,300111,CVE-2020-1938,Medium,,Active,DC1,2,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,RHEL 8,2026-05-11,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.14.51:8009.,tcp,8009
10.30.15.52,asset-032.corp.local,Apache Log4j Remote Code Execution,300112,CVE-2021-44228,Serious,Exploit available: https://logging.apache.org/log4j/2.x/security.html,Active,DC2,2,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Network Appliance,2026-05-12,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.15.52:8080.,tcp,8080
10.30.16.53,asset-033.corp.local,Microsoft SQL Server Unsupported Version,300113,,Critical,Exploit available: https://learn.microsoft.com/sql/sql-server/end-of-support,Active,DR,2,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,Windows Server 2019,2026-05-13,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.16.53:1433.,tcp,1433
10.30.17.54,asset-034.corp.local,OpenSSL Security Update Available,300114,CVE-2023-0286,Urgent,,Re-Opened,DC1,2,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Ubuntu 22.04,2026-05-14,2026-06-30,OpenSSL Security Update Available detected on 10.30.17.54:443.,tcp,443
10.30.18.55,asset-035.corp.local,Remote Desktop Weak Encryption Enabled,300115,,Minimal,,Active,DC2,2,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2026-05-15,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.18.55:3389.,tcp,3389
10.30.10.56,asset-036.corp.local,Nginx Security Update Available,300116,CVE-2025-2345,Medium,,Active,DR,2,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Network Appliance,2026-05-16,2026-06-30,Nginx Security Update Available detected on 10.30.10.56:443.,tcp,443
10.30.11.57,asset-037.corp.local,SMB Signing Not Required,300117,,Serious,,Active,DC1,2,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Windows Server 2019,2026-05-17,2026-06-30,SMB Signing Not Required detected on 10.30.11.57:445.,tcp,445
10.30.12.58,asset-038.corp.local,Oracle Java Unsupported Version,300118,CVE-2024-20919,Critical,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DC2,2,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-05-18,2026-06-30,Oracle Java Unsupported Version detected on 10.30.12.58:0.,tcp,0
10.30.13.59,asset-039.corp.local,Linux Kernel Security Update Available,300119,CVE-2024-1086,Urgent,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DR,8,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2025-11-20,2026-06-30,Linux Kernel Security Update Available detected on 10.30.13.59:0.,tcp,0
10.30.14.60,asset-040.corp.local,TLS 1.0 Protocol Detection,300120,,Minimal,,Active,DC1,2,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Network Appliance,2026-05-20,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.14.60:443.,tcp,443
10.30.11.21,asset-001.corp.local,Apache Tomcat AJP Request Injection,300121,CVE-2020-1938,Medium,Exploit available: https://tomcat.apache.org/security-9.html,Active,DC2,6,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,Windows Server 2019,2026-01-16,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.11.21:8009.,tcp,8009
10.30.12.22,asset-002.corp.local,Apache Log4j Remote Code Execution,300122,CVE-2021-44228,Serious,Exploit available: https://logging.apache.org/log4j/2.x/security.html,Active,DR,2,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Ubuntu 22.04,2026-05-22,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.12.22:8080.,tcp,8080
10.30.13.23,asset-003.corp.local,Microsoft SQL Server Unsupported Version,300123,,Critical,,Active,DC1,2,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,RHEL 8,2026-05-23,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.13.23:1433.,tcp,1433
10.30.14.24,asset-004.corp.local,OpenSSL Security Update Available,300124,CVE-2023-0286,Urgent,,Active,DC2,2,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Network Appliance,2026-05-24,2026-06-30,OpenSSL Security Update Available detected on 10.30.14.24:443.,tcp,443
10.30.15.25,asset-005.corp.local,Remote Desktop Weak Encryption Enabled,300125,,Minimal,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DR,2,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-05-25,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.15.25:3389.,tcp,3389
10.30.16.26,asset-006.corp.local,Nginx Security Update Available,300126,CVE-2025-2345,Medium,,Active,DC1,2,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Ubuntu 22.04,2026-05-01,2026-06-30,Nginx Security Update Available detected on 10.30.16.26:443.,tcp,443
10.30.17.27,asset-007.corp.local,SMB Signing Not Required,300127,,Serious,,Active,DC2,2,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,RHEL 8,2026-05-02,2026-06-30,SMB Signing Not Required detected on 10.30.17.27:445.,tcp,445
10.30.18.28,asset-008.corp.local,Oracle Java Unsupported Version,300128,CVE-2024-20919,Critical,,Active,DR,2,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Network Appliance,2026-05-03,2026-06-30,Oracle Java Unsupported Version detected on 10.30.18.28:0.,tcp,0
10.30.10.29,asset-009.corp.local,Linux Kernel Security Update Available,300129,CVE-2024-1086,Urgent,,Active,DC1,2,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-05-04,2026-06-30,Linux Kernel Security Update Available detected on 10.30.10.29:0.,tcp,0
10.30.11.30,asset-010.corp.local,TLS 1.0 Protocol Detection,300130,,Minimal,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DC2,2,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-05-05,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.11.30:443.,tcp,443
10.30.12.31,asset-011.corp.local,Apache Tomcat AJP Request Injection,300131,CVE-2020-1938,Medium,,New,DR,1,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,RHEL 8,2026-06-01,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.12.31:8009.,tcp,8009
10.30.13.32,asset-012.corp.local,Apache Log4j Remote Code Execution,300132,CVE-2021-44228,Serious,,Active,DC1,6,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Network Appliance,2026-01-27,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.13.32:8080.,tcp,8080
10.30.14.33,asset-013.corp.local,Microsoft SQL Server Unsupported Version,300133,,Critical,Exploit available: https://learn.microsoft.com/sql/sql-server/end-of-support,New,DC2,1,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,Windows Server 2019,2026-06-03,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.14.33:1433.,tcp,1433
10.30.15.34,asset-014.corp.local,OpenSSL Security Update Available,300134,CVE-2023-0286,Urgent,Exploit available: https://www.openssl.org/news/vulnerabilities.html,New,DR,1,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Ubuntu 22.04,2026-06-04,2026-06-30,OpenSSL Security Update Available detected on 10.30.15.34:443.,tcp,443
10.30.16.35,asset-015.corp.local,Remote Desktop Weak Encryption Enabled,300135,,Minimal,,New,DC1,1,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2026-06-05,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.16.35:3389.,tcp,3389
10.30.17.36,asset-016.corp.local,Nginx Security Update Available,300136,CVE-2025-2345,Medium,,Active,DC2,8,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Network Appliance,2025-11-17,2026-06-30,Nginx Security Update Available detected on 10.30.17.36:443.,tcp,443
10.30.18.37,asset-017.corp.local,SMB Signing Not Required,300137,,Serious,Exploit available: https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,New,DR,1,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Windows Server 2019,2026-06-07,2026-06-30,SMB Signing Not Required detected on 10.30.18.37:445.,tcp,445
10.30.10.38,asset-018.corp.local,Oracle Java Unsupported Version,300138,CVE-2024-20919,Critical,,New,DC1,1,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-06-08,2026-06-30,Oracle Java Unsupported Version detected on 10.30.10.38:0.,tcp,0
10.30.11.39,asset-019.corp.local,Linux Kernel Security Update Available,300139,CVE-2024-1086,Urgent,,New,DC2,1,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2026-06-09,2026-06-30,Linux Kernel Security Update Available detected on 10.30.11.39:0.,tcp,0
